sentimen,Tweet
-1,aku malas nak ikut perkembangan latest iphone xs tu hahahahah sebab tak check pun kalau korang boleh tolong bagitahu kat 
-1,sedih sih gabisa ikut lomba padahal aku suka banget olahragaaa
-1,maljum yang melelahkan ditemani tugas bukan kamu lihat wajah stresku sayang 
-1,i remember my secondary school teacher telling me zakaria kamu takkan ke mana dengan perangai macam ni well peranga 
-1,ya gue tau kalo goblok itu gratis tapi jangan diborong juga dong
-1,enggak mas 
-1,aku emoh megang kelas
-1,masih ada kok membekas bagaimana mereka posting black campaign tujuannya satu agar pengagungnya menang
-1,space memori lelaki banyak kosong sebab tak perlu nak ingat benda bodo pakai apa 6 tahun lepas salah apa 3 tahun lepas mak 
-1,aku nak tanya lah apa perasaan korang bila simpan duit dalam tabung kemudian anai2 makan duit tu 
-1,muka kamu yg tua maksudnya
-1,bodola emma tak jadi aku nak murung harini 
-1,jika sabarku adalah salah maka lelahmu adalah amarah jika keyakinanku hanya kelabu maka kamu hanyalah masa l 
-1,yang terlihat lebih baik banyak namun kita gatau dia beneran baik atau engga bersyukur aja kalo udah punya yang baik jan 
-1,keadaan disana sengaja dibuat chaos pelakunya ya mereka juga 
-1,kita gak norak kayak mereka 
-1,Yg temenin kamu telfonan sampe pules siapa Aku kan tapi knp pas kamu buka mata malah ngucapin selamat pagi nya ke dia ' 
-1,ak tak sanggup nak tgok kejadian yang menyedihkan nie 
-1,kementerian luar negeri turut berbela sungkawa atas musibah gempa bumi dan tsunami di donggala palu dan sekitarnyaemoga 
-1,malu gue tuh 
-1,tu sbb masalah otak contoh nya otak mcm kau ni 
-1,halo haters sadarkah bahwa kebencianmu justru karena kamu merasa hidupmu tak lebih menarik dari hidup orang yang kaubenci 
-1,lama2 curiga jg gw 
-1,surah an noor ayat 2 perempuan yang berzina dan lelaki yang berzina hendaklah kamu sebat tiap tiap seorang dari keduan 
-1,kitorang gaduh lepastu takde apa apa tiba tiba baik malas dah nak fikir malas nak gaduh tapi lama lama hati dah hila 
-1,ceritaeram di hostel ada satu malam tuh aku ade dengar orang menangis depan bilik then aku buka pintu aku na 
-1,pp bingung mau nembak cewe gimana atau mau ngelamar hmmm atau mau mensive tp bingung mau ngasih hadiah apaa hiiiii 
-1,sorry bro saya lah perempuan tu tapi saya kelam kelibut bukan sebab takut awak tapi sebab baru teringat yang plug ir 
-1,aku belum jelas juga kayak semacam gayageum atau iya jimat
-1,soya paling jahat kot 
-1,when u so fuckin bored with u're life pgn ndlosor ndlosor aku
-1,14 kalau pendukung yg paling sok ngerti agama lalu menghubung2kan bencana dgn warga yg dianggap berdosa seharus 
-1,halah kamu aku biarin kamunya malah uring uringan ya 
-1,at least datang balik minta maaf okay lah daripada hilang dari radar tinggal aku tanpa pesan kau ingat senang ke nak stick to 
-1,aku sumpah tak okay
-1,1000gb sekali pun aku taknak beli
-1,aku gamau watch drama nya kalau gitu 
-1,ga bener bgt nih seorg wanita ibu dan nenek diperlakukan spt ini 
-1,aku menangis 
-1,kalau rasa give up baca ayat niungguh aku benar benar mengadu akan susah dan sedihku hanya kepada allahurah 
-1,pujuk hati yang kecewa sebenar nya perlu kan masa pada hati yg kecewa merasakan no one really cares paling tida 
-1,kamu tuh katarak apa gmn sih corbyn tuh ganteng bgt 
-1,benda paling bodoh yang aku pernah buat sayangkan orang yang tak sayang kat aku 
-1,mmg dalam hidup ni semua benda kita tak boleh expect too much nnt kita sakit too much jugak since aku dah hadap 
-1,j kamu jangan macem macem ya aku bakal ngawasin kamu dari sini 
-1,tolong lah setiap hari tu sebelum tidur tanya diri sendiri dan self reflect perangai babi sampah apa ye aku buat harini 
-1,Pada akhirnya kita akan tahu kegagalan tanpa persiapan
-1,dasar lelaki kerdussss mon maaf aku nimbrung wkwk
-1,apa yang lebih basi dari kamu sudah makan belum bambanggg nggak makan sekali gak akan menyebabkan kematian 
-1,of course aku kesah
-1,bencana terkadang datang karena banyaknya manusia durhaka kepada allah spt meninggalkanholat zakat puasa haji men 
-1,aku kangen taeboongie 
-1,ormas radikal ini sdh kelewataannnn kenapa setiap ada bencana mereka dulu yg datang nolong mbok yaa kasi kesempat 
-1,tolong beware dengan number nicammer ni dah ambk duit aku rm480 weyyy dia tipu kata tersilap tac kat no aku dan ni sa 
-1,klo kasus pembunuhan aja di sensor ini yg gak merugikan orang lain gak di sensor malah di expose wk 
-1,banyak yang aku ga ngerti twitnya 
-1,synnex metrodata indonesia mengucapkan turut berduka cita atas bencana gempa bumi dan tsunami yang menimpa saudara kit 
-1,aku aja gatau aku ini siapa skrg 
-1,once kau dah malukan kawan aku dekat orang lain ataupun dalam group mana pun takkisah la kau ni kawan rapat aku ke 
-1,bodola emma tak jadi aku nak murung harini 
-1,kan kamu yang ngatain nuna cantiq kok jadi nuna yang alay 
-1,simpul jaringan riau di riau sudah ada moratorium pembukaan lahan sejak 5 tahun lalu tapi belum ada penegakan huk 
-1,runtuh dan tidak majunya banyak negara karena penegak hukum tidak adil dan menjadikan aparat hukum sebagai abdi kekuasaan 
-1,bagi perempuan kau pernah rasa tak bila kau period ni ofc la mood tak menentu kan pastu bila kau chat dgn orang yg jenis 
-1,dah dah la post pasal kucing kena seksa tu aku rasa macam nak nangis dalam rumah aku saja dah 10 ekor aku bela dah mcm 
-1,kalau aku even dah kawan sepuluh tahun pun walaupun dah mintak maaf mcmne pun tetap aku rase dia dah tak sama mcm d 
-1,menitik air mata aku terbayang betapa terseksa kucing betina bunting tu mati melecur dalam mesin dryer kedai dobi taman 
-1,jadi cuma aku yang selalu kangen lebih dulu 
-1,Serammmmm paitttt paittttt jauhkan tragedi seperti ini di kemudian hariii
-1,bod h hahaha
-1,jadi bagaimana pun kamu tidak menyukai orang itu janganlah menunjukkan jadilah orang yg berprestasi berusaha men 
-1,andai aku tuhan yme akan ku cabut titit mereka lalu menyusul nyawa mereka naas di tanganku matilah kalian biadab 
-1,aku nggak akan melepaskan tanganmu sampai kau mau ke rumah sakit bersamaku nggak akan kulepas ran tohinichi dcquote
-1,ketika ada orang yg kamu kasih tahu benernya tapi dia tetep kayak gitu pesan yg bisa diambil biarkan dia bodoh selamanya gws hoho 
-1,kok aku ga ngerti ya 
-1,ke baki anak gravi jahat semua sama aku 
-1,saya anti pki pak ada masalah 
-1,kemarin banyak perempuan yg emosi saat om piring survey ttg perempuan lebih jahat ke sesama perempuan argumennya tapi 
-1,begini cara kampret propaganda masyarakat jangan terprovokasi ini cara2 yg do lakukan di syria juga 
-1,jadi diri sendiri uke ga harus cute tapi uke harus lelaki lagipula kalau seseorang tidak suka dengan 
-1,kau ni apa ckp camni ra tak baik ni kawan aku ler biasala ra kena kacau2 sikit ka 
-1,jaguh badminton no 1 dunia dato' lee chong wei diahkan menghidap kanser hidung peringkat awal admin doakan moga beliau 
-1,sebab tu aku takut nak bawak pastu kenalkan dengan family bistu nanti kang kalau tak bawakkan dia kata kita tak s 
-1,apa kepercayaan anda sehingga semua hrs ikut tafsir anda bagaimana dgn track record anda sendiri kl 
-1,Posesif banget ya kamu 
-1,ada yg mau serius tapi aku nya masih raguuu gmn donggg yaudah jangan dikasih harapan dianya kasiaan 
-1,thread kumpulan video azabebagai pengingat agar kita tidak suka berbuat dosa dan otw tobat 
-1,kalau lg pms tuh selalu deh habis mood2an gitu beberapa jam kemudian nyesel kasian td pagi pas gue lg rapihin baju 
-1,seketika aku sadar bahwa bahagia tentang kita berhenti di 'semoga' 
-1,salah satu thread yang menyusah dan menyemakkan kepala orang banyak betul pause kau 
-1,ni aku nak tanya sikit ni tak penat ke lepas dah kena dump pastu cari yang lain as replacement yang sedihnya pastu kena 
-1,aku ingin jadi yg terakhir untuk kau tapi semuanya mimpi
-1,pikiranku dikelilingi wajahmu tapi kamu dikelilingi oleh hati yang lain 
-1,aku tak cukup laju lagi nak lari daripada masalah ataupun masalah ni terlalu laju kejar aku sampai aku tak cukup tanah utk lari 
-1,sonabrus baik mas nelson mohon maaf atas ketidaknyamanan yang dialami jika berkenan silakan adukan ke layanan 
-1,karna mereka ganti rambut dan bikin aku ambyar aku pengen ga ahh pulsa 5k lg miskin flop lanjut terus bsk sore aku umumin 
-1,ya allah serba salah aku ini 
-1,daomingi nggak bisa deskripsikan tipe cewek dia seperti apa pokoknya bagi diahancai adalah yang terbaik kalau tipe cewek 
-1,Aduh gila yah itu yang ngejarah mall ngejarah bantuan ditengah jalan masa tenda untuk jaringan di embat juga bi 
-1,dalam keadaan apapun yg nama jarahan itu sama dengan merampas hak milik orang lainama artinya kita mendidik masy 
-1,bapak walikota yang terhormat mana dirimu nampakkan wajahmu di hadapan masyarakat kota palu bahkan rumah kita saja be 
-1,sedih itu gak papa tapi jangan lama lama ya karena setelah kesedihan itu kamu harus dapatkan kebahagiaan lagi 
-1,jangan dong wkwk
-1,hasil2 polling setelah penetapan no urut pasangan pilpres 2019 potong bebek angsa masak dikuali gagal urus bangsa mas 
-1,i never saw brett black out or not be able to remember the prior evening s events nor did i ever see brett act aggressiv 
-1,pernah juga nih lagi ujian semester minta jawaban kalo ga dikasih dibilang pelit ga bantu temen padahal di l 
-1,kamu sebelas aku duabelas kamu gak jelas aku lepas 
-1,azab teguran atau ujian hanya allah yang mengetahuinya bahkan yg disebut titisan allah itupun tidak paham mengapa 
-1,emang biadab kali lah si fitnah aja kerja mu apa gak kau lihat video nya seperti apa den gimana lah ma 
-1,astagfirullah nakal kamu y
-1,maaf ya salah ga sih gua geli dan ga suka liat rp cewe menel sana sini pansos sombong mandang folls bahkan gender 
-1,di indonesia cuma ada waktu bagian barat timur tengah nggak ada waktu buat kamu 
-1,penjualateate bapak sudah dimakan pak edy apa hak anda menanyakan itu penjualate baik 
-1,aku duduk sini bapak la emosi terganggu hahahaha tak lama aku tua sebelum usia kalau begini 
-1,bisaan aja kamu naruto padahal emang pengen nyium tp mukaku yg disalahin gt lt 
-1,contoh konten hoax yang nyata aku sayang kamu selamanya sampai kapanpun aku ga bakalan ninggalin kamu dan aku mau menerima 
-1,halo aku bs dm ga aku jg di di maki2 kek kampang aja ni orang kurang ajar udah aku laporin dia ke pih 
-1,kepada para suami aku nasihatkan jangan forward gambar ni kepada isteri aku baru forward tadi 
-1,jadi buat oknum2 yg ngakunya armys tapi masih melakukan violence di sosmed entah verbal maupun non verbal kamu tuh memp 
-1,cuma nk cakap la aku tak pernah rasa sebodoh ini time math yew
-1,berada di dimensi ruang dan waktu yang sama bukan berarti aku dan kamu bisa bersama juga na
-1,jujur sedih banget h 2 terakhir di bandung tp ayam geprek fav aku malah pindah tempat dan jadinya gabisa dipesen le 
-1,kami mohon maaf jika belum maksimal karena akses ke tempat bencana begitu banyak hambatan doakan kami agar tetap dibe 
-1,minta dedi kamu ajah aku bokek 
-1,ketika aku berkata aku tak peduli super junior dan kau harus yakin itu bukan diriku 
-1,edan ini yang keliatannya akun simpatisan fpi bisa banget ngomong nolongin orang yang kena bencana tapi sekaligus ngatai 
-1,biadab sekali yang melakukan inieorang wanita seyogyanya tidak diperlakukan sperti ini mereka yang melakukan a 
-1,sengaja atau tidak akan ada saat dimana kita terjebak oleh kenangan lalu seketika kita merasa kehilang 
-1,logik yg diorang nk cakap is yang pung pang pung pang membela nasib kucing dobi tu takde pulak mengutip kucing jalanan y 
-1,kuliah siang ini ngerasa kesel banget karena naha sih ga cuma sekali lantas yg salah dari saya teh apa kemud 
-1,dikit berhenti apa pssi gk punya solusi nya ya yg salah bukan sepak bola nya tpi orang yg gk punya dewasa aja
-1,bangsa kita jangan mau terus dipecah belah keberagaman suku agama harus dipersatukan melalui nilai dasar pancasila sebagai 
-1,kau nak apa lagi bocah bebal
-1,minta ais batu je la anjir 
-1,sorry wehebabusahkan kau aku tak suka bila kawan aku cakap macam ni kau kawan aku jadi tolong kau tu dah macam tan 
-1,menangis hati ini melihat bapak memeluk erat kh ahmadaidi bin khaidemoga allahwt mengabulkan hajat ki 
-1,tau apa kamu tentang berjuang hp lemot dikit aja pencet tombol home 
-1,saat kamu harus memilih satu cinta aja pasti ada orang lain yg menangis tsubame ai kora 
-1,bukan aku lagi ga mood baking tapi baking bisa ningkatin moodku perubahan mindset kecil kyk gini bisa ngerubah 
-1,makin loner aku bila tengok benda ni 
-1,kl mau jahat sama orang tuh coba pikir dulu dia pernah jahat gak sama kamu dia pernah ngecewain kamu gak dia baik kan kenapa kamu jahat 
-1,saking aku bego semuanya aku suka
-1,apa hal paling malu maluin yang pernah kamu lakuin di dalam hidup ayo share di sini biar kita ketawain bareng bareng 
-1,aku kalau dah sakit hati dengan orang muka orang tu pun aku malas tengok 
-1,bye pun salah tak hi lagi salah 
-1,berarti kamu yang ninggalin
-1,gimana cara biar aku tau perasaanmu yg sebenarnyaa 
-1,takada masa aku susah
-1,cikgu lah punca aku tak suka nama sendiri uh
-1,terasa bodo sangat harini boleh lupa park kereta kat mrt pastu selamba je naik grab dah sampai tengah jalan aku jerit 
-1,kau lihat 4 perkara dan seharusnya aku lihat 2 perkara tapi aku cuma lihat 1 keikhlasan kau terima masa silam ak 
-1,ada jarak antara benci dan rindu di tengah tengahnya ada kita yang memutuskan untuk tak lagi bergandeng tangan 
-1,ada banyak sebab kenapa allah tarik dia dalam hidup kita mungkin kita belum cukup kuat untuk mengharungi macam2 dugaan yan 
-1,pejabat pemerintah yang mana yang menghujat dan menuduh anda macam2 
-1,weh kejadian memalukan kt rnr gambang aku salah masuk kereta dalam tu ada bini orang tengah gendong anak 
-1,kamu kalo mau percaya ramalan terserah tapi gausah disebar bisa ini bisa jadi semacam teror buat org lain
-1,masih ingat lagi tak macam mana mula mula kita kenal dulu awal nya aku tertawa dan akhirnya aku menangis 
-1,ketika koordinasi dan kepemimpinan absent rakyat menjarah kita yg memberikan saran dan kritik terhdp penangana 
-1,askmf dan yg buat kita curiga itu dia nyalin materi di ketas kecil terus dilipet lipet dan dimasukin kotak pensil 
-1,ini bukan kena jarah tapi kena gempa ha ha ha matamu 
-1,eh sorry salah sent aku pernah buat dkt crush aku tp betul do aku salah send 
-1,netizen ini ya beda pilihan presiden ribut beda klub bola ribut beda cara nuangin kecap ribut juga hadeeeeeh 
-1,aku rasa kau kena banyak bersenam la sbb kau kan malas nk keluarkan peluh sbb tu la gemok pendek 
-1,itu kapel kamu kok jelek ya wkwk
-1,kamu kemana aja sampe saat ini ko ngga ada kabarnya 
-1,malu ah aku tak pro
-1,gipewei lagi sedih nih aku seokjin rt fllw rep pict seokjin tag klo mau doain aku juga gpp ga juga gpp 
-1,mager moeloe nih aku mah udah hihi
-1,kerjamu opo 
-1,korang u know perempuan zaman sekarang tak suka kan bila laki2 try hard sangat macam ni kerja nak tunjuk badan je nak 
-1,kok qm jhtm aku
-1,weh kejadian memalukan kt rnr gambang aku salah masuk kereta dalam tu ada bini orang tengah gendong anak 
-1,masya allah anak milenial masakini di labrak emak emak milenial karna waktu adzan tiba mereka masih teriak meneruskan 
-1,nah koleksi wallpaperuperman yang aku ada kalau ada yg nak tambah meh ler tambah 
-1,karena setiap orang butuh kambing hitam untuk penderitaan yang dia rasakan bukankah menyedihkan ketika kamu mender 
-1,aku memang tak berapa nak cekap main tarik tali ni masa bercinta sedangkan pintu yang tulis tarik pun aku tolak a 
-1,kembalikan mata kamu allah menitipkan matamu di dalam keadaan yang bersih maka kembalikan mata itu 
-1,cinta sejati adalah ketika kamu harus merelakan dia pergi meski tahu dia tak akan kembali tapi kamu tahu dia selalu ada di hati 
-1,innalillahi bunda semalam dipukuli sekelompok orangaat ini keadaan babak belur hei kalian beraninya sama ib 
-1,aku ingin kembali berada diantara ruang rusukmu yang rapat di aliran darahmu yang pekat engkau rumah 
-1,oh jadi itu pacar baru kamu yang abis minum lipstick tebelnya sampe nyiplak disedotan 
-1,aku rindu tawa bersama mereka mari kita only2an lagi punggawa
-1,orang tak boleh tengok aku senang automatik jadi dengki eh 
-1,aku percaya bahwa cinta memang tidak akan selamanya indah dan baik baik saja itu sebabnya aku sering mengajakmu bertukar pik 
-1,aku tak berapa paham dengan manusia tetiba nak tarik muka tanpa sebab ni if ada prob we talk if tak ngam cakap jg 
-1,mungkin allah nak kita tolong doakan dia sebab itu boleh subur pulak feeling meeling ni salamrindu kuch 
-1,org buat wax ni mcm tak sakit je tp bila bulu kaki aku terlekat kat handplast rasa nak menangis
